Financial_Year	http://userannotation/na	Force_Name	http://dbpedia.org/page/Category:Law_enforcement_in_the_United_Kingdom	Offence_Group	http://dbpedia.org/page/Category:Criminology	Force_Offences	http://userannotation/na	Force_No_Crimes	http://userannotation/na
2011/12	http://userannotation/number	Essex	http://en.wikipedia.org/wiki/Essex_Police	Other offences	http://userannotation/na	1558	http://userannotation/number	47	http://userannotation/number
2011/12	http://userannotation/number	Essex	http://en.wikipedia.org/wiki/Essex_Police	Other theft offences	http://en.wikipedia.org/wiki/Theft	28242	http://userannotation/number	1027	http://userannotation/number
2011/12	http://userannotation/number	Essex	http://en.wikipedia.org/wiki/Essex_Police	Robbery	http://en.wikipedia.org/wiki/Robbery	1159	http://userannotation/number	15	http://userannotation/number
2011/12	http://userannotation/number	Essex	http://en.wikipedia.org/wiki/Essex_Police	Sexual offences which are rape	http://en.wikipedia.org/wiki/Rape_in_English_law	550	http://userannotation/number	31	http://userannotation/number
2011/12	http://userannotation/number	Essex	http://en.wikipedia.org/wiki/Essex_Police	Total Sexual offences	http://en.wikipedia.org/wiki/Sexual_offences	1539	http://userannotation/number	52	http://userannotation/number
2011/12	http://userannotation/number	Essex	http://en.wikipedia.org/wiki/Essex_Police	Violence against the person	http://en.wikipedia.org/wiki/Violence	21694	http://userannotation/number	350	http://userannotation/number
2011/12	http://userannotation/number	Gloucestershire	http://en.wikipedia.org/wiki/Gloucestershire_Constabulary	Burglary	http://en.wikipedia.org/wiki/Burglary	5743	http://userannotation/number	68	http://userannotation/number
2011/12	http://userannotation/number	Gloucestershire	http://en.wikipedia.org/wiki/Gloucestershire_Constabulary	Criminal damage	http://en.wikipedia.org/wiki/Criminal_damage	5855	http://userannotation/number	85	http://userannotation/number
2011/12	http://userannotation/number	Gloucestershire	http://en.wikipedia.org/wiki/Gloucestershire_Constabulary	Drug offences	http://en.wikipedia.org/wiki/Drug_offences	1526	http://userannotation/number	29	http://userannotation/number
2011/12	http://userannotation/number	Gloucestershire	http://en.wikipedia.org/wiki/Gloucestershire_Constabulary	Fraud and forgery	http://en.wikipedia.org/wiki/Fraud	972	http://userannotation/number	84	http://userannotation/number
2011/12	http://userannotation/number	Gloucestershire	http://en.wikipedia.org/wiki/Gloucestershire_Constabulary	Offences against vehicles	http://en.wikipedia.org/wiki/West_Midlands_Police	3970	http://userannotation/number	84	http://userannotation/number
2011/12	http://userannotation/number	Gloucestershire	http://en.wikipedia.org/wiki/Gloucestershire_Constabulary	Other offences	http://userannotation/na	460	http://userannotation/number	26	http://userannotation/number
2011/12	http://userannotation/number	Gloucestershire	http://en.wikipedia.org/wiki/Gloucestershire_Constabulary	Other theft offences	http://en.wikipedia.org/wiki/Theft	9583	http://userannotation/number	237	http://userannotation/number
2011/12	http://userannotation/number	Gloucestershire	http://en.wikipedia.org/wiki/Gloucestershire_Constabulary	Robbery	http://en.wikipedia.org/wiki/Robbery	252	http://userannotation/number	5	http://userannotation/number
2011/12	http://userannotation/number	Gloucestershire	http://en.wikipedia.org/wiki/Gloucestershire_Constabulary	Sexual offences which are rape	http://en.wikipedia.org/wiki/Rape_in_English_law	152	http://userannotation/number	24	http://userannotation/number
2011/12	http://userannotation/number	Gloucestershire	http://en.wikipedia.org/wiki/Gloucestershire_Constabulary	Total Sexual offences	http://en.wikipedia.org/wiki/Sexual_offences	516	http://userannotation/number	34	http://userannotation/number
2011/12	http://userannotation/number	Gloucestershire	http://en.wikipedia.org/wiki/Gloucestershire_Constabulary	Violence against the person	http://en.wikipedia.org/wiki/Violence	5725	http://userannotation/number	109	http://userannotation/number
2011/12	http://userannotation/number	Greater Manchester	http://en.wikipedia.org/wiki/Greater_Manchester_Police	Burglary	http://en.wikipedia.org/wiki/Burglary	30318	http://userannotation/number	419	http://userannotation/number
2011/12	http://userannotation/number	Greater Manchester	http://en.wikipedia.org/wiki/Greater_Manchester_Police	Criminal damage	http://en.wikipedia.org/wiki/Criminal_damage	35668	http://userannotation/number	470	http://userannotation/number
2011/12	http://userannotation/number	Greater Manchester	http://en.wikipedia.org/wiki/Greater_Manchester_Police	Drug offences	http://en.wikipedia.org/wiki/Drug_offences	11414	http://userannotation/number	341	http://userannotation/number
2011/12	http://userannotation/number	Greater Manchester	http://en.wikipedia.org/wiki/Greater_Manchester_Police	Fraud and forgery	http://en.wikipedia.org/wiki/Fraud	8073	http://userannotation/number	1086	http://userannotation/number
2011/12	http://userannotation/number	Greater Manchester	http://en.wikipedia.org/wiki/Greater_Manchester_Police	Offences against vehicles	http://en.wikipedia.org/wiki/West_Midlands_Police	21420	http://userannotation/number	501	http://userannotation/number
2011/12	http://userannotation/number	Greater Manchester	http://en.wikipedia.org/wiki/Greater_Manchester_Police	Other offences	http://userannotation/na	3930	http://userannotation/number	311	http://userannotation/number
2011/12	http://userannotation/number	Greater Manchester	http://en.wikipedia.org/wiki/Greater_Manchester_Police	Other theft offences	http://en.wikipedia.org/wiki/Theft	50352	http://userannotation/number	1511	http://userannotation/number
2011/12	http://userannotation/number	Greater Manchester	http://en.wikipedia.org/wiki/Greater_Manchester_Police	Robbery	http://en.wikipedia.org/wiki/Robbery	4199	http://userannotation/number	146	http://userannotation/number
2011/12	http://userannotation/number	Greater Manchester	http://en.wikipedia.org/wiki/Greater_Manchester_Police	Sexual offences which are rape	http://en.wikipedia.org/wiki/Rape_in_English_law	776	http://userannotation/number	120	http://userannotation/number
2011/12	http://userannotation/number	Greater Manchester	http://en.wikipedia.org/wiki/Greater_Manchester_Police	Total Sexual offences	http://en.wikipedia.org/wiki/Sexual_offences	2680	http://userannotation/number	223	http://userannotation/number
2011/12	http://userannotation/number	Greater Manchester	http://en.wikipedia.org/wiki/Greater_Manchester_Police	Violence against the person	http://en.wikipedia.org/wiki/Violence	39469	http://userannotation/number	1142	http://userannotation/number
2011/12	http://userannotation/number	Gwent	http://en.wikipedia.org/wiki/Gwent_Police	Burglary	http://en.wikipedia.org/wiki/Burglary	5291	http://userannotation/number	51	http://userannotation/number
2011/12	http://userannotation/number	Gwent	http://en.wikipedia.org/wiki/Gwent_Police	Criminal damage	http://en.wikipedia.org/wiki/Criminal_damage	7583	http://userannotation/number	76	http://userannotation/number
2011/12	http://userannotation/number	Gwent	http://en.wikipedia.org/wiki/Gwent_Police	Drug offences	http://en.wikipedia.org/wiki/Drug_offences	2793	http://userannotation/number	25	http://userannotation/number
2011/12	http://userannotation/number	Gwent	http://en.wikipedia.org/wiki/Gwent_Police	Fraud and forgery	http://en.wikipedia.org/wiki/Fraud	925	http://userannotation/number	105	http://userannotation/number
2011/12	http://userannotation/number	Gwent	http://en.wikipedia.org/wiki/Gwent_Police	Offences against vehicles	http://en.wikipedia.org/wiki/West_Midlands_Police	4526	http://userannotation/number	55	http://userannotation/number
2011/12	http://userannotation/number	Gwent	http://en.wikipedia.org/wiki/Gwent_Police	Other offences	http://userannotation/na	554	http://userannotation/number	27	http://userannotation/number
2011/12	http://userannotation/number	Gwent	http://en.wikipedia.org/wiki/Gwent_Police	Other theft offences	http://en.wikipedia.org/wiki/Theft	9322	http://userannotation/number	183	http://userannotation/number
2011/12	http://userannotation/number	Gwent	http://en.wikipedia.org/wiki/Gwent_Police	Robbery	http://en.wikipedia.org/wiki/Robbery	126	http://userannotation/number	6	http://userannotation/number
2011/12	http://userannotation/number	Gwent	http://en.wikipedia.org/wiki/Gwent_Police	Sexual offences which are rape	http://en.wikipedia.org/wiki/Rape_in_English_law	198	http://userannotation/number	49	http://userannotation/number
2011/12	http://userannotation/number	Gwent	http://en.wikipedia.org/wiki/Gwent_Police	Total Sexual offences	http://en.wikipedia.org/wiki/Sexual_offences	560	http://userannotation/number	72	http://userannotation/number
2011/12	http://userannotation/number	Gwent	http://en.wikipedia.org/wiki/Gwent_Police	Violence against the person	http://en.wikipedia.org/wiki/Violence	7199	http://userannotation/number	167	http://userannotation/number
2011/12	http://userannotation/number	Hampshire	http://en.wikipedia.org/wiki/Hampshire_Constabulary	Burglary	http://en.wikipedia.org/wiki/Burglary	13221	http://userannotation/number	373	http://userannotation/number
2011/12	http://userannotation/number	Hampshire	http://en.wikipedia.org/wiki/Hampshire_Constabulary	Criminal damage	http://en.wikipedia.org/wiki/Criminal_damage	22323	http://userannotation/number	849	http://userannotation/number
2011/12	http://userannotation/number	Hampshire	http://en.wikipedia.org/wiki/Hampshire_Constabulary	Drug offences	http://en.wikipedia.org/wiki/Drug_offences	6498	http://userannotation/number	118	http://userannotation/number
2011/12	http://userannotation/number	Hampshire	http://en.wikipedia.org/wiki/Hampshire_Constabulary	Fraud and forgery	http://en.wikipedia.org/wiki/Fraud	4757	http://userannotation/number	1163	http://userannotation/number
2011/12	http://userannotation/number	Hampshire	http://en.wikipedia.org/wiki/Hampshire_Constabulary	Offences against vehicles	http://en.wikipedia.org/wiki/West_Midlands_Police	10492	http://userannotation/number	483	http://userannotation/number
2011/12	http://userannotation/number	Hampshire	http://en.wikipedia.org/wiki/Hampshire_Constabulary	Other offences	http://userannotation/na	1693	http://userannotation/number	154	http://userannotation/number
2011/12	http://userannotation/number	Hampshire	http://en.wikipedia.org/wiki/Hampshire_Constabulary	Other theft offences	http://en.wikipedia.org/wiki/Theft	36926	http://userannotation/number	1975	http://userannotation/number
2011/12	http://userannotation/number	Hampshire	http://en.wikipedia.org/wiki/Hampshire_Constabulary	Robbery	http://en.wikipedia.org/wiki/Robbery	950	http://userannotation/number	31	http://userannotation/number
2011/12	http://userannotation/number	Hampshire	http://en.wikipedia.org/wiki/Hampshire_Constabulary	Sexual offences which are rape	http://en.wikipedia.org/wiki/Rape_in_English_law	555	http://userannotation/number	53	http://userannotation/number
2011/12	http://userannotation/number	Hampshire	http://en.wikipedia.org/wiki/Hampshire_Constabulary	Total Sexual offences	http://en.wikipedia.org/wiki/Sexual_offences	1931	http://userannotation/number	142	http://userannotation/number
2011/12	http://userannotation/number	Hampshire	http://en.wikipedia.org/wiki/Hampshire_Constabulary	Violence against the person	http://en.wikipedia.org/wiki/Violence	30478	http://userannotation/number	1568	http://userannotation/number
2011/12	http://userannotation/number	Hertfordshire	http://en.wikipedia.org/wiki/Hertfordshire_Constabulary	Burglary	http://en.wikipedia.org/wiki/Burglary	7102	http://userannotation/number	153	http://userannotation/number
2011/12	http://userannotation/number	Hertfordshire	http://en.wikipedia.org/wiki/Hertfordshire_Constabulary	Criminal damage	http://en.wikipedia.org/wiki/Criminal_damage	10124	http://userannotation/number	509	http://userannotation/number
2011/12	http://userannotation/number	Hertfordshire	http://en.wikipedia.org/wiki/Hertfordshire_Constabulary	Drug offences	http://en.wikipedia.org/wiki/Drug_offences	5034	http://userannotation/number	150	http://userannotation/number
2011/12	http://userannotation/number	Hertfordshire	http://en.wikipedia.org/wiki/Hertfordshire_Constabulary	Fraud and forgery	http://en.wikipedia.org/wiki/Fraud	2807	http://userannotation/number	457	http://userannotation/number
2011/12	http://userannotation/number	Hertfordshire	http://en.wikipedia.org/wiki/Hertfordshire_Constabulary	Offences against vehicles	http://en.wikipedia.org/wiki/West_Midlands_Police	7087	http://userannotation/number	341	http://userannotation/number
2011/12	http://userannotation/number	Hertfordshire	http://en.wikipedia.org/wiki/Hertfordshire_Constabulary	Other offences	http://userannotation/na	823	http://userannotation/number	140	http://userannotation/number
2011/12	http://userannotation/number	Hertfordshire	http://en.wikipedia.org/wiki/Hertfordshire_Constabulary	Other theft offences	http://en.wikipedia.org/wiki/Theft	17048	http://userannotation/number	1151	http://userannotation/number
2011/12	http://userannotation/number	Hertfordshire	http://en.wikipedia.org/wiki/Hertfordshire_Constabulary	Robbery	http://en.wikipedia.org/wiki/Robbery	563	http://userannotation/number	15	http://userannotation/number
2011/12	http://userannotation/number	Hertfordshire	http://en.wikipedia.org/wiki/Hertfordshire_Constabulary	Sexual offences which are rape	http://en.wikipedia.org/wiki/Rape_in_English_law	184	http://userannotation/number	20	http://userannotation/number
2011/12	http://userannotation/number	Hertfordshire	http://en.wikipedia.org/wiki/Hertfordshire_Constabulary	Total Sexual offences	http://en.wikipedia.org/wiki/Sexual_offences	684	http://userannotation/number	52	http://userannotation/number
2011/12	http://userannotation/number	Hertfordshire	http://en.wikipedia.org/wiki/Hertfordshire_Constabulary	Violence against the person	http://en.wikipedia.org/wiki/Violence	10979	http://userannotation/number	532	http://userannotation/number
2011/12	http://userannotation/number	Humberside	http://en.wikipedia.org/wiki/Humberside_Police	Burglary	http://en.wikipedia.org/wiki/Burglary	10916	http://userannotation/number	177	http://userannotation/number
2011/12	http://userannotation/number	Humberside	http://en.wikipedia.org/wiki/Humberside_Police	Criminal damage	http://en.wikipedia.org/wiki/Criminal_damage	13273	http://userannotation/number	250	http://userannotation/number
2011/12	http://userannotation/number	Humberside	http://en.wikipedia.org/wiki/Humberside_Police	Drug offences	http://en.wikipedia.org/wiki/Drug_offences	2720	http://userannotation/number	12	http://userannotation/number
2011/12	http://userannotation/number	Humberside	http://en.wikipedia.org/wiki/Humberside_Police	Fraud and forgery	http://en.wikipedia.org/wiki/Fraud	1720	http://userannotation/number	216	http://userannotation/number
2011/12	http://userannotation/number	Humberside	http://en.wikipedia.org/wiki/Humberside_Police	Offences against vehicles	http://en.wikipedia.org/wiki/West_Midlands_Police	5873	http://userannotation/number	172	http://userannotation/number
2011/12	http://userannotation/number	Humberside	http://en.wikipedia.org/wiki/Humberside_Police	Other offences	http://userannotation/na	1346	http://userannotation/number	56	http://userannotation/number
2011/12	http://userannotation/number	Humberside	http://en.wikipedia.org/wiki/Humberside_Police	Other theft offences	http://en.wikipedia.org/wiki/Theft	20652	http://userannotation/number	788	http://userannotation/number
2011/12	http://userannotation/number	Humberside	http://en.wikipedia.org/wiki/Humberside_Police	Robbery	http://en.wikipedia.org/wiki/Robbery	507	http://userannotation/number	7	http://userannotation/number
2011/12	http://userannotation/number	Humberside	http://en.wikipedia.org/wiki/Humberside_Police	Sexual offences which are rape	http://en.wikipedia.org/wiki/Rape_in_English_law	367	http://userannotation/number	28	http://userannotation/number
2011/12	http://userannotation/number	Humberside	http://en.wikipedia.org/wiki/Humberside_Police	Total Sexual offences	http://en.wikipedia.org/wiki/Sexual_offences	1171	http://userannotation/number	51	http://userannotation/number
2011/12	http://userannotation/number	Humberside	http://en.wikipedia.org/wiki/Humberside_Police	Violence against the person	http://en.wikipedia.org/wiki/Violence	13839	http://userannotation/number	233	http://userannotation/number
2011/12	http://userannotation/number	Kent	http://en.wikipedia.org/wiki/Kent_Police	Burglary	http://en.wikipedia.org/wiki/Burglary	12097	http://userannotation/number	266	http://userannotation/number
2011/12	http://userannotation/number	Kent	http://en.wikipedia.org/wiki/Kent_Police	Criminal damage	http://en.wikipedia.org/wiki/Criminal_damage	19700	http://userannotation/number	667	http://userannotation/number
2011/12	http://userannotation/number	Kent	http://en.wikipedia.org/wiki/Kent_Police	Drug offences	http://en.wikipedia.org/wiki/Drug_offences	3809	http://userannotation/number	17	http://userannotation/number
2011/12	http://userannotation/number	Kent	http://en.wikipedia.org/wiki/Kent_Police	Fraud and forgery	http://en.wikipedia.org/wiki/Fraud	4120	http://userannotation/number	997	http://userannotation/number
2011/12	http://userannotation/number	Kent	http://en.wikipedia.org/wiki/Kent_Police	Offences against vehicles	http://en.wikipedia.org/wiki/West_Midlands_Police	9579	http://userannotation/number	332	http://userannotation/number
2011/12	http://userannotation/number	Kent	http://en.wikipedia.org/wiki/Kent_Police	Other offences	http://userannotation/na	1366	http://userannotation/number	77	http://userannotation/number
2011/12	http://userannotation/number	Kent	http://en.wikipedia.org/wiki/Kent_Police	Other theft offences	http://en.wikipedia.org/wiki/Theft	29329	http://userannotation/number	1143	http://userannotation/number
2011/12	http://userannotation/number	Kent	http://en.wikipedia.org/wiki/Kent_Police	Robbery	http://en.wikipedia.org/wiki/Robbery	953	http://userannotation/number	56	http://userannotation/number
2011/12	http://userannotation/number	Kent	http://en.wikipedia.org/wiki/Kent_Police	Sexual offences which are rape	http://en.wikipedia.org/wiki/Rape_in_English_law	401	http://userannotation/number	68	http://userannotation/number
2011/12	http://userannotation/number	Kent	http://en.wikipedia.org/wiki/Kent_Police	Total Sexual offences	http://en.wikipedia.org/wiki/Sexual_offences	1402	http://userannotation/number	140	http://userannotation/number
2011/12	http://userannotation/number	Kent	http://en.wikipedia.org/wiki/Kent_Police	Violence against the person	http://en.wikipedia.org/wiki/Violence	19438	http://userannotation/number	846	http://userannotation/number
2011/12	http://userannotation/number	Lancashire	http://en.wikipedia.org/wiki/Lancashire_Constabulary	Burglary	http://en.wikipedia.org/wiki/Burglary	11828	http://userannotation/number	174	http://userannotation/number
2011/12	http://userannotation/number	Lancashire	http://en.wikipedia.org/wiki/Lancashire_Constabulary	Criminal damage	http://en.wikipedia.org/wiki/Criminal_damage	19087	http://userannotation/number	515	http://userannotation/number
2011/12	http://userannotation/number	Lancashire	http://en.wikipedia.org/wiki/Lancashire_Constabulary	Drug offences	http://en.wikipedia.org/wiki/Drug_offences	4732	http://userannotation/number	197	http://userannotation/number
2011/12	http://userannotation/number	Lancashire	http://en.wikipedia.org/wiki/Lancashire_Constabulary	Fraud and forgery	http://en.wikipedia.org/wiki/Fraud	2434	http://userannotation/number	330	http://userannotation/number
2011/12	http://userannotation/number	Lancashire	http://en.wikipedia.org/wiki/Lancashire_Constabulary	Offences against vehicles	http://en.wikipedia.org/wiki/West_Midlands_Police	8584	http://userannotation/number	245	http://userannotation/number
2011/12	http://userannotation/number	Lancashire	http://en.wikipedia.org/wiki/Lancashire_Constabulary	Other offences	http://userannotation/na	1585	http://userannotation/number	141	http://userannotation/number
2011/12	http://userannotation/number	Lancashire	http://en.wikipedia.org/wiki/Lancashire_Constabulary	Other theft offences	http://en.wikipedia.org/wiki/Theft	27527	http://userannotation/number	910	http://userannotation/number
2011/12	http://userannotation/number	Lancashire	http://en.wikipedia.org/wiki/Lancashire_Constabulary	Robbery	http://en.wikipedia.org/wiki/Robbery	679	http://userannotation/number	27	http://userannotation/number
2011/12	http://userannotation/number	Lancashire	http://en.wikipedia.org/wiki/Lancashire_Constabulary	Sexual offences which are rape	http://en.wikipedia.org/wiki/Rape_in_English_law	416	http://userannotation/number	71	http://userannotation/number
2011/12	http://userannotation/number	Lancashire	http://en.wikipedia.org/wiki/Lancashire_Constabulary	Total Sexual offences	http://en.wikipedia.org/wiki/Sexual_offences	1514	http://userannotation/number	194	http://userannotation/number
2011/12	http://userannotation/number	Lancashire	http://en.wikipedia.org/wiki/Lancashire_Constabulary	Violence against the person	http://en.wikipedia.org/wiki/Violence	21105	http://userannotation/number	1189	http://userannotation/number
2011/12	http://userannotation/number	Leicestershire	http://en.wikipedia.org/wiki/Leicestershire_Police	Burglary	http://en.wikipedia.org/wiki/Burglary	8234	http://userannotation/number	177	http://userannotation/number
2011/12	http://userannotation/number	Leicestershire	http://en.wikipedia.org/wiki/Leicestershire_Police	Criminal damage	http://en.wikipedia.org/wiki/Criminal_damage	11777	http://userannotation/number	218	http://userannotation/number
2011/12	http://userannotation/number	Leicestershire	http://en.wikipedia.org/wiki/Leicestershire_Police	Drug offences	http://en.wikipedia.org/wiki/Drug_offences	2601	http://userannotation/number	32	http://userannotation/number
2011/12	http://userannotation/number	Leicestershire	http://en.wikipedia.org/wiki/Leicestershire_Police	Fraud and forgery	http://en.wikipedia.org/wiki/Fraud	2780	http://userannotation/number	239	http://userannotation/number
2011/12	http://userannotation/number	Leicestershire	http://en.wikipedia.org/wiki/Leicestershire_Police	Offences against vehicles	http://en.wikipedia.org/wiki/West_Midlands_Police	6752	http://userannotation/number	198	http://userannotation/number
2011/12	http://userannotation/number	Leicestershire	http://en.wikipedia.org/wiki/Leicestershire_Police	Other offences	http://userannotation/na	1178	http://userannotation/number	49	http://userannotation/number
2011/12	http://userannotation/number	Leicestershire	http://en.wikipedia.org/wiki/Leicestershire_Police	Other theft offences	http://en.wikipedia.org/wiki/Theft	19229	http://userannotation/number	670	http://userannotation/number
2011/12	http://userannotation/number	Leicestershire	http://en.wikipedia.org/wiki/Leicestershire_Police	Robbery	http://en.wikipedia.org/wiki/Robbery	935	http://userannotation/number	53	http://userannotation/number
2011/12	http://userannotation/number	Leicestershire	http://en.wikipedia.org/wiki/Leicestershire_Police	Sexual offences which are rape	http://en.wikipedia.org/wiki/Rape_in_English_law	229	http://userannotation/number	34	http://userannotation/number
2011/12	http://userannotation/number	Leicestershire	http://en.wikipedia.org/wiki/Leicestershire_Police	Total Sexual offences	http://en.wikipedia.org/wiki/Sexual_offences	893	http://userannotation/number	98	http://userannotation/number
2011/12	http://userannotation/number	Leicestershire	http://en.wikipedia.org/wiki/Leicestershire_Police	Violence against the person	http://en.wikipedia.org/wiki/Violence	13863	http://userannotation/number	418	http://userannotation/number
2011/12	http://userannotation/number	Lincolnshire	http://en.wikipedia.org/wiki/Lincolnshire_Police	Burglary	http://en.wikipedia.org/wiki/Burglary	6222	http://userannotation/number	157	http://userannotation/number
2011/12	http://userannotation/number	Lincolnshire	http://en.wikipedia.org/wiki/Lincolnshire_Police	Criminal damage	http://en.wikipedia.org/wiki/Criminal_damage	8188	http://userannotation/number	226	http://userannotation/number
2011/12	http://userannotation/number	Lincolnshire	http://en.wikipedia.org/wiki/Lincolnshire_Police	Drug offences	http://en.wikipedia.org/wiki/Drug_offences	1543	http://userannotation/number	78	http://userannotation/number
2011/12	http://userannotation/number	Lincolnshire	http://en.wikipedia.org/wiki/Lincolnshire_Police	Fraud and forgery	http://en.wikipedia.org/wiki/Fraud	1100	http://userannotation/number	274	http://userannotation/number
2011/12	http://userannotation/number	Lincolnshire	http://en.wikipedia.org/wiki/Lincolnshire_Police	Offences against vehicles	http://en.wikipedia.org/wiki/West_Midlands_Police	3751	http://userannotation/number	77	http://userannotation/number
2011/12	http://userannotation/number	Lincolnshire	http://en.wikipedia.org/wiki/Lincolnshire_Police	Other offences	http://userannotation/na	989	http://userannotation/number	132	http://userannotation/number
2011/12	http://userannotation/number	Lincolnshire	http://en.wikipedia.org/wiki/Lincolnshire_Police	Other theft offences	http://en.wikipedia.org/wiki/Theft	13886	http://userannotation/number	730	http://userannotation/number
2011/12	http://userannotation/number	Lincolnshire	http://en.wikipedia.org/wiki/Lincolnshire_Police	Robbery	http://en.wikipedia.org/wiki/Robbery	191	http://userannotation/number	29	http://userannotation/number
2011/12	http://userannotation/number	Lincolnshire	http://en.wikipedia.org/wiki/Lincolnshire_Police	Sexual offences which are rape	http://en.wikipedia.org/wiki/Rape_in_English_law	184	http://userannotation/number	46	http://userannotation/number
2011/12	http://userannotation/number	Lincolnshire	http://en.wikipedia.org/wiki/Lincolnshire_Police	Total Sexual offences	http://en.wikipedia.org/wiki/Sexual_offences	655	http://userannotation/number	85	http://userannotation/number
2011/12	http://userannotation/number	Lincolnshire	http://en.wikipedia.org/wiki/Lincolnshire_Police	Violence against the person	http://en.wikipedia.org/wiki/Violence	7639	http://userannotation/number	509	http://userannotation/number
2011/12	http://userannotation/number	London, City of	http://en.wikipedia.org/wiki/City_of_London_Police	Burglary	http://en.wikipedia.org/wiki/Burglary	296	http://userannotation/number	11	http://userannotation/number
2011/12	http://userannotation/number	London, City of	http://en.wikipedia.org/wiki/City_of_London_Police	Criminal damage	http://en.wikipedia.org/wiki/Criminal_damage	234	http://userannotation/number	6	http://userannotation/number
2011/12	http://userannotation/number	London, City of	http://en.wikipedia.org/wiki/City_of_London_Police	Drug offences	http://en.wikipedia.org/wiki/Drug_offences	706	http://userannotation/number	15	http://userannotation/number
2011/12	http://userannotation/number	London, City of	http://en.wikipedia.org/wiki/City_of_London_Police	Fraud and forgery	http://en.wikipedia.org/wiki/Fraud	290	http://userannotation/number	19	http://userannotation/number
2011/12	http://userannotation/number	London, City of	http://en.wikipedia.org/wiki/City_of_London_Police	Offences against vehicles	http://en.wikipedia.org/wiki/West_Midlands_Police	194	http://userannotation/number	15	http://userannotation/number
2011/12	http://userannotation/number	London, City of	http://en.wikipedia.org/wiki/City_of_London_Police	Other offences	http://userannotation/na	106	http://userannotation/number	14	http://userannotation/number
2011/12	http://userannotation/number	London, City of	http://en.wikipedia.org/wiki/City_of_London_Police	Other theft offences	http://en.wikipedia.org/wiki/Theft	3517	http://userannotation/number	150	http://userannotation/number
2011/12	http://userannotation/number	London, City of	http://en.wikipedia.org/wiki/City_of_London_Police	Robbery	http://en.wikipedia.org/wiki/Robbery	46	http://userannotation/number	13	http://userannotation/number
2011/12	http://userannotation/number	London, City of	http://en.wikipedia.org/wiki/City_of_London_Police	Sexual offences which are rape	http://en.wikipedia.org/wiki/Rape_in_English_law	2	http://userannotation/number	5	http://userannotation/number
2011/12	http://userannotation/number	London, City of	http://en.wikipedia.org/wiki/City_of_London_Police	Total Sexual offences	http://en.wikipedia.org/wiki/Sexual_offences	35	http://userannotation/number	12	http://userannotation/number
2011/12	http://userannotation/number	London, City of	http://en.wikipedia.org/wiki/City_of_London_Police	Violence against the person	http://en.wikipedia.org/wiki/Violence	695	http://userannotation/number	88	http://userannotation/number
2011/12	http://userannotation/number	Merseyside	http://en.wikipedia.org/wiki/Merseyside_Police	Burglary	http://en.wikipedia.org/wiki/Burglary	13514	http://userannotation/number	159	http://userannotation/number
2011/12	http://userannotation/number	Merseyside	http://en.wikipedia.org/wiki/Merseyside_Police	Criminal damage	http://en.wikipedia.org/wiki/Criminal_damage	18176	http://userannotation/number	301	http://userannotation/number
2011/12	http://userannotation/number	Merseyside	http://en.wikipedia.org/wiki/Merseyside_Police	Drug offences	http://en.wikipedia.org/wiki/Drug_offences	12804	http://userannotation/number	139	http://userannotation/number
2011/12	http://userannotation/number	Merseyside	http://en.wikipedia.org/wiki/Merseyside_Police	Fraud and forgery	http://en.wikipedia.org/wiki/Fraud	2299	http://userannotation/number	331	http://userannotation/number
2011/12	http://userannotation/number	Merseyside	http://en.wikipedia.org/wiki/Merseyside_Police	Offences against vehicles	http://en.wikipedia.org/wiki/West_Midlands_Police	8612	http://userannotation/number	191	http://userannotation/number
2011/12	http://userannotation/number	Merseyside	http://en.wikipedia.org/wiki/Merseyside_Police	Other offences	http://userannotation/na	1640	http://userannotation/number	97	http://userannotation/number
2011/12	http://userannotation/number	Merseyside	http://en.wikipedia.org/wiki/Merseyside_Police	Other theft offences	http://en.wikipedia.org/wiki/Theft	22714	http://userannotation/number	666	http://userannotation/number
2011/12	http://userannotation/number	Merseyside	http://en.wikipedia.org/wiki/Merseyside_Police	Robbery	http://en.wikipedia.org/wiki/Robbery	1398	http://userannotation/number	11	http://userannotation/number
2011/12	http://userannotation/number	Merseyside	http://en.wikipedia.org/wiki/Merseyside_Police	Sexual offences which are rape	http://en.wikipedia.org/wiki/Rape_in_English_law	408	http://userannotation/number	38	http://userannotation/number
2011/12	http://userannotation/number	Merseyside	http://en.wikipedia.org/wiki/Merseyside_Police	Total Sexual offences	http://en.wikipedia.org/wiki/Sexual_offences	1268	http://userannotation/number	64	http://userannotation/number
2011/12	http://userannotation/number	Merseyside	http://en.wikipedia.org/wiki/Merseyside_Police	Violence against the person	http://en.wikipedia.org/wiki/Violence	14136	http://userannotation/number	528	http://userannotation/number
2011/12	http://userannotation/number	Metropolitan Police	http://en.wikipedia.org/wiki/Metropolitan_Police_District	Burglary	http://en.wikipedia.org/wiki/Burglary	96181	http://userannotation/number	874	http://userannotation/number
2011/12	http://userannotation/number	Metropolitan Police	http://en.wikipedia.org/wiki/Metropolitan_Police_District	Criminal damage	http://en.wikipedia.org/wiki/Criminal_damage	72939	http://userannotation/number	1301	http://userannotation/number
2011/12	http://userannotation/number	Metropolitan Police	http://en.wikipedia.org/wiki/Metropolitan_Police_District	Drug offences	http://en.wikipedia.org/wiki/Drug_offences	60799	http://userannotation/number	477	http://userannotation/number
