Department	http://userannotation/na	Entity	http://userannotation/na	Date	http://dbpedia.org/page/Category:Dates	Expense Type	Expense Area	http://userannotation/na	Supplier	http://userannotation/na	Transaction Number	http://userannotation/na	Amount	http://userannotation/na
Home Office		UKBA - UK Border Agency		18.08.2011		Professional & Admin Services.Business admin services.Consultancy -business administration	UKBA - UK Border Agency		DRIVER AND VEHICLE LICENSING AGENCY (DVLA)		3000043286		67561	
Home Office		UKBA - UK Border Agency		24.08.2011		Grants	UKBA - UK Border Agency		DURHAM COUNTY COUNCIL 1 (G)	http://dbpedia.org/page/Durham_County_Council	1001149322		28028	
Home Office		UKBA - UK Border Agency		24.08.2011		Grants	UKBA - UK Border Agency		EAST RIDING OF YORKSHIRE COUNCIL 1 (G)	http://dbpedia.org/page/East_Riding_of_Yorkshire_Council	1001149323		46043	
Home Office		UKBA - UK Border Agency		11.08.2011		Grants	UKBA - UK Border Agency		ESSEX COUNTY COUNCIL 1 (G)	http://dbpedia.org/page/Essex_County_Council	1001144701		105710	
Home Office		UKBA - UK Border Agency		04.08.2011		Science	UKBA - UK Border Agency		EXPERIAN LTD	http://dbpedia.org/page/Experian	1001142089		48000	
Home Office		UKBA - UK Border Agency		15.08.2011		IT & Telecoms Components.Computer Equip (FA)	UKBA - UK Border Agency		FCO SERVICES	http://dbpedia.org/page/FCO_Services	3000043267		109778	
Home Office		UKBA - UK Border Agency		12.08.2011		IT & Telecoms Components.Computer Equip (FA)	UKBA - UK Border Agency		FCO SERVICES		3000043262		66109	
Home Office		UKBA - UK Border Agency		04.08.2011		IT & Telecoms Components.Computer Equip (FA)	UKBA - UK Border Agency		FUJITSU SERVICES (ALCEDO) LTD	http://userannotation/na	1001142090		385036	
Home Office		UKBA - UK Border Agency		04.08.2011		IT & Telecoms Components.Computer Equip (FA)	UKBA - UK Border Agency		FUJITSU SERVICES (ALCEDO) LTD		1001142090		680220	
Home Office		UKBA - UK Border Agency		09.08.2011		IT	UKBA - UK Border Agency		FUJITSU SERVICES (ALCEDO) LTD		1001143421		384331	
Home Office		UKBA - UK Border Agency		30.08.2011		Politics & Civic Affairs.Refugee repatriation.serv	UKBA - UK Border Agency		G4S CARE & JUSTICE SERVICES (UK) LTD		1001150441		295692	
Home Office		UKBA - UK Border Agency		19.08.2011		Transport	UKBA - UK Border Agency		GATWICK AIRPORT LTD	http://dbpedia.org/page/Gatwick_Airport	1001147477		846	
Home Office		UKBA - UK Border Agency		11.08.2011		Grants	UKBA - UK Border Agency		GLASGOW CITY COUNCIL 1 (G)	http://dbpedia.org/page/Glasgow_City_Council	1001144703		97533	
Home Office		UKBA - UK Border Agency		17.08.2011		Transport	UKBA - UK Border Agency		GOVERNMENT CAR AND DESPATCH AGENCY (GCDA)	http://dbpedia.org/page/Government_Car_and_Despatch_Agency	3000043283		26728	
Home Office		UKBA - UK Border Agency		19.08.2011		Transport	UKBA - UK Border Agency		GOVERNMENT CAR AND DESPATCH AGENCY (GCDA)		3000043294		26728	
Home Office		UKBA - UK Border Agency		22.08.2011		Transport	UKBA - UK Border Agency		GOVERNMENT CAR AND DESPATCH AGENCY (GCDA)		3000043301		26728	
Home Office		UKBA - UK Border Agency		19.08.2011		Grants	UKBA - UK Border Agency		HAMPSHIRE COUNTY COUNCIL 1 (G)	http://dbpedia.org/page/Hampshire_County_Council	1001147784		67126	
Home Office		UKBA - UK Border Agency		02.08.2011		Politics & Civic Affairs.REFUGEE PROG. SECT 95	UKBA - UK Border Agency		HAPPY HOMES UK LTD	http://userannotation/na	1001140610		307654	
Home Office		UKBA - UK Border Agency		02.08.2011		Politics & Civic Affairs.Emergency house services	UKBA - UK Border Agency		HAPPY HOMES UK LTD		1001140610		104499	
Home Office		UKBA - UK Border Agency		02.08.2011		Politics & Civic Affairs.Human aid & relief Sect 4	UKBA - UK Border Agency		HAPPY HOMES UK LTD		1001140610		32539	
Home Office		UKBA - UK Border Agency		30.08.2011		Politics & Civic Affairs.REFUGEE PROG. SECT 95	UKBA - UK Border Agency		HAPPY HOMES UK LTD		1001150445		301662	
Home Office		UKBA - UK Border Agency		30.08.2011		Politics & Civic Affairs.Emergency house services	UKBA - UK Border Agency		HAPPY HOMES UK LTD		1001150445		111961	
Home Office		UKBA - UK Border Agency		30.08.2011		Politics & Civic Affairs.Human aid & relief Sect 4	UKBA - UK Border Agency		HAPPY HOMES UK LTD		1001150445		31922	
Home Office		UKBA - UK Border Agency		18.08.2011		Grants	UKBA - UK Border Agency		HERTFORDSHIRE COUNTY COUNCIL 1 (G)	http://dbpedia.org/page/Hertfordshire_County_Council	1001147329		52500	
Home Office		UKBA - UK Border Agency		08.08.2011		IT & Telecoms Components.Computer Equip (FA)	UKBA - UK Border Agency		IBM DIRECT UNITED KINGDOM LTD	http://userannotation/na	1001142932		650234	
Home Office		UKBA - UK Border Agency		08.08.2011		IT & Telecoms Components.Computer Equip (FA)	UKBA - UK Border Agency		IBM DIRECT UNITED KINGDOM LTD		1001142932		634659	
Home Office		UKBA - UK Border Agency		08.08.2011		IT & Telecoms Components.Computer Equip (FA)	UKBA - UK Border Agency		IBM DIRECT UNITED KINGDOM LTD		1001142932		2082655	
Home Office		UKBA - UK Border Agency		12.08.2011		IT & Telecoms Components.Computer Equip (FA)	UKBA - UK Border Agency		IBM DIRECT UNITED KINGDOM LTD		1001144926		5476186	
Home Office		UKBA - UK Border Agency		18.08.2011		IT & Telecoms Components.Computer Equip (FA)	UKBA - UK Border Agency		IBM DIRECT UNITED KINGDOM LTD		1001147088		102729	
Home Office		UKBA - UK Border Agency		18.08.2011		IT & Telecoms Components.Computer Equip (FA)	UKBA - UK Border Agency		IBM DIRECT UNITED KINGDOM LTD		1001147088		223438	
Home Office		UKBA - UK Border Agency		18.08.2011		IT & Telecoms Components.Computer Equip (FA)	UKBA - UK Border Agency		IBM DIRECT UNITED KINGDOM LTD		1001147088		93413	
Home Office		UKBA - UK Border Agency		18.08.2011		IT & Telecoms Components.Computer Equip (FA)	UKBA - UK Border Agency		IBM DIRECT UNITED KINGDOM LTD		1001147088		379178	
Home Office		UKBA - UK Border Agency		30.08.2011		IT & Telecoms Components.Computer Equip (FA)	UKBA - UK Border Agency		IBM DIRECT UNITED KINGDOM LTD		1001150448		724919	
Home Office		UKBA - UK Border Agency		08.08.2011		IT & Telecoms Components.Computer Equip (FA)	UKBA - UK Border Agency		IBM DIRECT UNITED KINGDOM LTD		1001142932		-650234	
Home Office		UKBA - UK Border Agency		30.08.2011		Other Government Departments	UKBA - UK Border Agency		IOM INTERNATIONAL ORGANIZATION FOR MIGRATION	http://dbpedia.org/page/International_Organization_for_Migration	7000006163		1092762	
Home Office		UKBA - UK Border Agency		30.08.2011		Other Government Departments	UKBA - UK Border Agency		IOM INTERNATIONAL ORGANIZATION FOR MIGRATION		1001150452		245608	
Home Office		UKBA - UK Border Agency		02.08.2011		Politics & Civic Affairs.REFUGEE PROG. SECT 95	UKBA - UK Border Agency		JOMAST PROPERTY AND FINANCE CO LTD	http://userannotation/na	1001140630		568485	
Home Office		UKBA - UK Border Agency		02.08.2011		Politics & Civic Affairs.Human aid & relief Sect 4	UKBA - UK Border Agency		JOMAST PROPERTY AND FINANCE CO LTD		1001140630		125761	
Home Office		UKBA - UK Border Agency		30.08.2011		Politics & Civic Affairs.REFUGEE PROG. SECT 95	UKBA - UK Border Agency		JOMAST PROPERTY AND FINANCE CO LTD		1001150453		579077	
Home Office		UKBA - UK Border Agency		30.08.2011		Politics & Civic Affairs.Human aid & relief Sect 4	UKBA - UK Border Agency		JOMAST PROPERTY AND FINANCE CO LTD		1001150453		121899	
Home Office		UKBA - UK Border Agency		17.08.2011		Grants	UKBA - UK Border Agency		LB OF BRENT CHILDRENS DIRECTORATE (G)		1001146973		28307	
Home Office		UKBA - UK Border Agency		18.08.2011		Grants	UKBA - UK Border Agency		LB OF BRENT CHILDRENS DIRECTORATE (G)		1001147330		202658	
Home Office		UKBA - UK Border Agency		04.08.2011		Politics & Civic Affairs.REFUGEE PROG. SECT 95	UKBA - UK Border Agency		LEEDS CITY COUNCIL	http://dbpedia.org/page/Leeds_City_Council	1001142101		532170	
Home Office		UKBA - UK Border Agency		04.08.2011		Politics & Civic Affairs.Emergency house services	UKBA - UK Border Agency		LEEDS CITY COUNCIL		1001142101		173618	
Home Office		UKBA - UK Border Agency		04.08.2011		Politics & Civic Affairs.Human aid & relief Sect 4	UKBA - UK Border Agency		LEEDS CITY COUNCIL		1001142101		136792	
Home Office		UKBA - UK Border Agency		03.08.2011		Grants	UKBA - UK Border Agency		LEEDS CITY COUNCIL 1 (G)		1001141940		69600	
Home Office		UKBA - UK Border Agency		24.08.2011		Grants	UKBA - UK Border Agency		LEEDS CITY COUNCIL 1 (G)		1001149326		270364	
Home Office		UKBA - UK Border Agency		11.08.2011		Grants	UKBA - UK Border Agency		LEICESTERSHIRE COUNTY COUNCIL 1 (G)	http://dbpedia.org/page/Leicestershire_County_Council	1001144706		62594	
Home Office		UKBA - UK Border Agency		18.08.2011		Grants	UKBA - UK Border Agency		LEICESTERSHIRE COUNTY COUNCIL 1 (G)		1001147331		31200	
Home Office		UKBA - UK Border Agency		03.08.2011		Grants	UKBA - UK Border Agency		LIVERPOOL CITY COUNCIL 1 (G)	http://dbpedia.org/page/Liverpool_City_Council	1001141941		123150	
Home Office		UKBA - UK Border Agency		19.08.2011		Grants	UKBA - UK Border Agency		LONDON BOROUGH  WALTHAM FOREST (G)	http://dbpedia.org/page/London_Borough_of_Waltham_Forest	1001147786		42945	
Home Office		UKBA - UK Border Agency		15.08.2011		Grants	UKBA - UK Border Agency		LONDON BOROUGH OF BARKING & DAGENHAM (G)	http://dbpedia.org/page/London_Borough_of_Barking_and_Dagenham	1001145652		28247	
Home Office		UKBA - UK Border Agency		15.08.2011		Grants	UKBA - UK Border Agency		LONDON BOROUGH OF BARNET 1 (G)	http://dbpedia.org/page/London_Borough_of_Barnet	1001145653		33258	
Home Office		UKBA - UK Border Agency		15.08.2011		Grants	UKBA - UK Border Agency		LONDON BOROUGH OF GREENWICH 1 (G)	http://dbpedia.org/page/Royal_Borough_of_Greenwich	1001145655		103714	
Home Office		UKBA - UK Border Agency		15.08.2011		Grants	UKBA - UK Border Agency		LONDON BOROUGH OF HARINGEY 1 (G)	http://dbpedia.org/page/London_Borough_of_Haringey	1001145656		78253	
Home Office		UKBA - UK Border Agency		19.08.2011		Grants	UKBA - UK Border Agency		LONDON BOROUGH OF HILLINGDON 1 (G)	http://dbpedia.org/page/London_Borough_of_Hillingdon	1001147789		308911	
Home Office		UKBA - UK Border Agency		15.08.2011		Grants	UKBA - UK Border Agency		LONDON BOROUGH OF ISLINGTON (G)	http://dbpedia.org/page/London_Borough_of_Islington	1001145657		87166	
Home Office		UKBA - UK Border Agency		03.08.2011		Grants	UKBA - UK Border Agency		LONDON BOROUGH OF KENSINGTON & CHELSEA (G)	http://dbpedia.org/page/Royal_Borough_of_Kensington_and_Chelsea	1001141942		27900	
Home Office		UKBA - UK Border Agency		15.08.2011		Grants	UKBA - UK Border Agency		LONDON BOROUGH OF KENSINGTON & CHELSEA (G)		1001145658		56964	
Home Office		UKBA - UK Border Agency		15.08.2011		Grants	UKBA - UK Border Agency		LONDON BOROUGH OF LAMBETH 1 (G)	http://dbpedia.org/page/London_Borough_of_Lambeth	1001145659		137663	
Home Office		UKBA - UK Border Agency		15.08.2011		Grants	UKBA - UK Border Agency		LONDON BOROUGH OF REDBRIDGE 1 (G)	http://dbpedia.org/page/London_Borough_of_Redbridge	1001145661		29160	
Home Office		UKBA - UK Border Agency		03.08.2011		Grants	UKBA - UK Border Agency		LONDON BOROUGH TOWER HAMLETS (G)	http://dbpedia.org/page/London_Borough_of_Tower_Hamlets	1001141943		34200	
Home Office		UKBA - UK Border Agency		02.08.2011		Politics & Civic Affairs.REFUGEE PROG. SECT 95	UKBA - UK Border Agency		MANCHESTER CITY COUNCIL	http://dbpedia.org/page/Manchester_City_Council	1001140647		624988	
Home Office		UKBA - UK Border Agency		02.08.2011		Politics & Civic Affairs.Human aid & relief Sect 4	UKBA - UK Border Agency		MANCHESTER CITY COUNCIL		1001140647		15141	
Home Office		UKBA - UK Border Agency		31.08.2011		Politics & Civic Affairs.REFUGEE PROG. SECT 95	UKBA - UK Border Agency		MANCHESTER CITY COUNCIL		1001150889		629505	
Home Office		UKBA - UK Border Agency		31.08.2011		Politics & Civic Affairs.Human aid & relief Sect 4	UKBA - UK Border Agency		MANCHESTER CITY COUNCIL		1001150889		14771	
Home Office		UKBA - UK Border Agency		03.08.2011		Grants	UKBA - UK Border Agency		MANCHESTER CITY COUNCIL (G)		1001141944		170250	
Home Office		UKBA - UK Border Agency		03.08.2011		Grants	UKBA - UK Border Agency		MANCHESTER CITY COUNCIL (G)		1001141944		232713	
Home Office		UKBA - UK Border Agency		17.08.2011		Grants	UKBA - UK Border Agency		MANCHESTER CITY COUNCIL (G)		1001146975		88289	
Home Office		UKBA - UK Border Agency		02.08.2011		Public Order .Jail or prison services.Detention costs	UKBA - UK Border Agency		METROPOLITAN POLICE AUTHORITY	http://dbpedia.org/page/Metropolitan_Police_Authority	1001140652		45605	
Home Office		UKBA - UK Border Agency		02.08.2011		Politics & Civic Affairs.REFUGEE PROG. SECT 95	UKBA - UK Border Agency		METROPOLITAN SUPPORT TRUST (EAST MIDLANDS)	http://userannotation/na	1001140653		-129737	
Home Office		UKBA - UK Border Agency		02.08.2011		Politics & Civic Affairs.Human aid & relief Sect 4	UKBA - UK Border Agency		METROPOLITAN SUPPORT TRUST (EAST MIDLANDS)		1001140653		-56500	
Home Office		UKBA - UK Border Agency		02.08.2011		Politics & Civic Affairs.REFUGEE PROG. SECT 95	UKBA - UK Border Agency		METROPOLITAN SUPPORT TRUST (EAST MIDLANDS)		1001140653		172254	
Home Office		UKBA - UK Border Agency		02.08.2011		Politics & Civic Affairs.Human aid & relief Sect 4	UKBA - UK Border Agency		METROPOLITAN SUPPORT TRUST (EAST MIDLANDS)		1001140653		58529	
Home Office		UKBA - UK Border Agency		16.08.2011		Messenger	UKBA - UK Border Agency		MM TELEPERFORMANCE LTD T/A TELEPERFORMANCE		1001145894		44492	
Home Office		UKBA - UK Border Agency		11.08.2011		Grants	UKBA - UK Border Agency		MONMOUTHSHIRE COUNTY COUNCIL 1 (G)	http://dbpedia.org/page/Monmouthshire_County_Council	1001144709		28369	
Home Office		UKBA - UK Border Agency		17.08.2011		Other Government Departments	UKBA - UK Border Agency		NEWHAM REGISTER OFFICE	http://userannotation/na	1001146634		27428	
Home Office		UKBA - UK Border Agency		11.08.2011		Grants	UKBA - UK Border Agency		NORFOLK COUNTY COUNCIL 1 (G)	http://dbpedia.org/page/Norfolk_County_Council	1001144710		82438	
Home Office		UKBA - UK Border Agency		11.08.2011		Grants	UKBA - UK Border Agency		NORTHAMPTONSHIRE COUNTY COUNCIL (G)	http://dbpedia.org/page/Northamptonshire_County_Council	1001144713		185336	
Home Office		UKBA - UK Border Agency		24.08.2011		Grants	UKBA - UK Border Agency		NORTHAMPTONSHIRE COUNTY COUNCIL (G)		1001149330		99000	
Home Office		UKBA - UK Border Agency		26.08.2011		Politics & Civic Affairs.REFUGEE PROG. SECT 95	UKBA - UK Border Agency		NORTHERN IRELAND HOUSING EXEC	http://dbpedia.org/page/Northern_Ireland_Housing_Executive	1001150017		125190	
Home Office		UKBA - UK Border Agency		26.08.2011		Politics & Civic Affairs.Human aid & relief Sect 4	UKBA - UK Border Agency		NORTHERN IRELAND HOUSING EXEC		1001150017		16833	
Home Office		UKBA - UK Border Agency		26.08.2011		Politics & Civic Affairs.REFUGEE PROG. SECT 95	UKBA - UK Border Agency		NORTHERN IRELAND HOUSING EXEC		1001150017		121626	
Home Office		UKBA - UK Border Agency		26.08.2011		Politics & Civic Affairs.Human aid & relief Sect 4	UKBA - UK Border Agency		NORTHERN IRELAND HOUSING EXEC		1001150017		16912	
Home Office		UKBA - UK Border Agency		04.08.2011		Grants	UKBA - UK Border Agency		NORTHERN IRELAND LOCAL GOVERNMENT ASSOCIATION (G)	http://userannotation/na	1001142054		25699	
Home Office		UKBA - UK Border Agency		23.08.2011		Grants	UKBA - UK Border Agency		NOTTINGHAM CITY COUNCIL (G)	http://dbpedia.org/page/Nottingham_City_Council	1001148888		48305	
Home Office		UKBA - UK Border Agency		11.08.2011		Grants	UKBA - UK Border Agency		NOTTINGHAMSHIRE COUNTY COUNCIL 2 (G)	http://dbpedia.org/page/Nottinghamshire_County_Council	1001144714		36960	
Home Office		UKBA - UK Border Agency		23.08.2011		Messenger	UKBA - UK Border Agency		NPIA (National Policing Improvement Agency)	http://dbpedia.org/page/National_Policing_Improvement_Agency	1001148534		64653	
Home Office		UKBA - UK Border Agency		17.08.2011		Grants	UKBA - UK Border Agency		OISC (G)	http://dbpedia.org/page/Office_of_the_Immigration_Services_Commissioner	1001146977		291076	
Home Office		UKBA - UK Border Agency		16.08.2011		Other Government Departments	UKBA - UK Border Agency		OSAG - OFFICE OF THE ADVOCATE GENERAL	http://userannotation/na	3000043279		48329	
Home Office		UKBA - UK Border Agency		15.08.2011		Grants	UKBA - UK Border Agency		OXFORDSHIRE COUNTY COUNCIL 1 (G)	http://dbpedia.org/page/Oxfordshire_County_Council	1001145662		104389	
Home Office		UKBA - UK Border Agency		26.08.2011		Politics & Civic Affairs.REFUGEE PROG. SECT 95	UKBA - UK Border Agency		PRIORITY PROPERTIES NORTH WEST	http://userannotation/na	1001150022		114443	
Home Office		UKBA - UK Border Agency		26.08.2011		Politics & Civic Affairs.Human aid & relief Sect 4	UKBA - UK Border Agency		PRIORITY PROPERTIES NORTH WEST		1001150022		30739	
Home Office		UKBA - UK Border Agency		26.08.2011		Politics & Civic Affairs.REFUGEE PROG. SECT 95	UKBA - UK Border Agency		PRIORITY PROPERTIES NORTH WEST		1001150022		311765	
Home Office		UKBA - UK Border Agency		26.08.2011		Politics & Civic Affairs.Human aid & relief Sect 4	UKBA - UK Border Agency		PRIORITY PROPERTIES NORTH WEST		1001150022		43664	
Home Office		UKBA - UK Border Agency		26.08.2011		Politics & Civic Affairs.REFUGEE PROG. SECT 95	UKBA - UK Border Agency		PRIORITY PROPERTIES NORTH WEST		1001150022		353547	
Home Office		UKBA - UK Border Agency		26.08.2011		Politics & Civic Affairs.Human aid & relief Sect 4	UKBA - UK Border Agency		PRIORITY PROPERTIES NORTH WEST		1001150022		89977	
Home Office		UKBA - UK Border Agency		23.08.2011		Politics & Civic Affairs.REFUGEE PROG. SECT 95	UKBA - UK Border Agency		PRIORITY PROPERTIES NORTH WEST		1001148545		292000	
Home Office		UKBA - UK Border Agency		26.08.2011		Politics & Civic Affairs.REFUGEE PROG. SECT 95	UKBA - UK Border Agency		PRIORITY PROPERTIES NORTH WEST		1001150022		138132	
Home Office		UKBA - UK Border Agency		26.08.2011		Politics & Civic Affairs.Human aid & relief Sect 4	UKBA - UK Border Agency		PRIORITY PROPERTIES NORTH WEST		1001150022		32272	
Home Office		UKBA - UK Border Agency		19.08.2011		Grants	UKBA - UK Border Agency		REFUGEE ACTION (G)	http://dbpedia.org/page/Refugee_Action	1001147797		187976	
Home Office		UKBA - UK Border Agency		11.08.2011		Grants	UKBA - UK Border Agency		REFUGEE COUNCIL 1 (G)	http://dbpedia.org/page/Refugee_Council	1001144719		201950	
Home Office		UKBA - UK Border Agency		24.08.2011		Grants	UKBA - UK Border Agency		REFUGEE COUNCIL 1 (G)		1001149331		202268	
Home Office		UKBA - UK Border Agency		19.08.2011		Messenger	UKBA - UK Border Agency		SIEMENS BUSINESS SERVICES LTD	http://dbpedia.org/page/Siemens_Business_Services	1001147522		54361	
Home Office		UKBA - UK Border Agency		19.08.2011		Grants	UKBA - UK Border Agency		SLOUGH BOROUGH COUNCIL (G)	http://dbpedia.org/page/Slough_Borough_Council	1001147798		60558	
Home Office		UKBA - UK Border Agency		03.08.2011		Asylum Provision.Asylum serv Sect4Vouchers	UKBA - UK Border Agency		SODEXHO PASS LTD	http://userannotation/na	1001141644		124116	
Home Office		UKBA - UK Border Agency		08.08.2011		Asylum Provision.Asylum serv Cash Supp	UKBA - UK Border Agency		SODEXHO PASS LTD		1001142962		250427	
Home Office		UKBA - UK Border Agency		04.08.2011		Asylum Provision.Asylum serv Cash Supp	UKBA - UK Border Agency		SODEXHO PASS LTD		1001142127		232227	
Home Office		UKBA - UK Border Agency		08.08.2011		Asylum Provision.Asylum serv Cash Supp	UKBA - UK Border Agency		SODEXHO PASS LTD		1001142962		915773	
Home Office		UKBA - UK Border Agency		09.08.2011		Asylum Provision.Asylum serv Cash Supp	UKBA - UK Border Agency		SODEXHO PASS LTD		1001143482		936521	
Home Office		UKBA - UK Border Agency		09.08.2011		Asylum Provision.Asylum serv Sect4Vouchers	UKBA - UK Border Agency		SODEXHO PASS LTD		1001143482		122863	
Home Office		UKBA - UK Border Agency		17.08.2011		Asylum Provision.Asylum serv Cash Supp	UKBA - UK Border Agency		SODEXHO PASS LTD		1001146689		941923	
Home Office		UKBA - UK Border Agency		17.08.2011		Asylum Provision.Asylum serv Sect4Vouchers	UKBA - UK Border Agency		SODEXHO PASS LTD		1001146689		122334	
Home Office		UKBA - UK Border Agency		19.08.2011		Asylum Provision.Asylum serv Cash Supp	UKBA - UK Border Agency		SODEXHO PASS LTD		1001147524		933699	
Home Office		UKBA - UK Border Agency		19.08.2011		Asylum Provision.Asylum serv Sect4Vouchers	UKBA - UK Border Agency		SODEXHO PASS LTD		1001147524		123324	
Home Office		UKBA - UK Border Agency		31.08.2011		Asylum Provision.Asylum serv Cash Supp	UKBA - UK Border Agency		SODEXHO PASS LTD		1001150917		939308	
Home Office		UKBA - UK Border Agency		31.08.2011		Asylum Provision.Asylum serv Sect4Vouchers	UKBA - UK Border Agency		SODEXHO PASS LTD		1001150917		122711	
Home Office		UKBA - UK Border Agency		08.08.2011		Asylum Provision.Asylum serv Cash Supp	UKBA - UK Border Agency		SODEXHO PASS LTD		1001142962		-250427	
Home Office		UKBA - UK Border Agency		23.08.2011		Grants	UKBA - UK Border Agency		SOLIHULL MBC	http://dbpedia.org/page/Solihull_Metropolitan_Borough_Council	1001148901		245084	
Home Office		UKBA - UK Border Agency		24.08.2011		Grants	UKBA - UK Border Agency		SOLIHULL MBC		1001149334		243000	
Home Office		UKBA - UK Border Agency		19.08.2011		Grants	UKBA - UK Border Agency		SOUTHAMPTON CITY COUNCIL 1 (G)	http://dbpedia.org/page/Southampton_City_Council	1001147799		26443	
Home Office		UKBA - UK Border Agency		10.08.2011		IT & Telecoms Components.Computer Equip (FA)	UKBA - UK Border Agency		SPECIALIST COMPUTER CENTRES PLC	http://dbpedia.org/page/SCC_(Specialist_Computer_Centres)	1001144038		61133	
Home Office		UKBA - UK Border Agency		10.08.2011		IT & Telecoms Components.Computer Equip (FA)	UKBA - UK Border Agency		SPECIALIST COMPUTER CENTRES PLC		1001144038		525385	
Home Office		UKBA - UK Border Agency		12.08.2011		IT & Telecoms Components.Computer Equip (FA)	UKBA - UK Border Agency		SPECIALIST COMPUTER CENTRES PLC		1001144969		41325	
Home Office		UKBA - UK Border Agency		16.08.2011		IT & Telecoms Components.Computer Equip (FA)	UKBA - UK Border Agency		SPECIALIST COMPUTER CENTRES PLC		1001145926		92168	
Home Office		UKBA - UK Border Agency		09.08.2011		IT & Telecoms Components.Computer Equip (FA)	UKBA - UK Border Agency		SPECIALIST COMPUTER CENTRES PLC		1001143489		61133	
Home Office		UKBA - UK Border Agency		25.08.2011		IT & Telecoms Components.Computer Equip (FA)	UKBA - UK Border Agency		SPECIALIST COMPUTER CENTRES PLC		1001149586		45082	
Home Office		UKBA - UK Border Agency		24.08.2011		Grants	UKBA - UK Border Agency		SUNDERLAND CITY COUNCIL (G)	http://dbpedia.org/page/Sunderland_City_Council	1001149337		25020	
Home Office		UKBA - UK Border Agency		03.08.2011		Grants	UKBA - UK Border Agency		TRAFFORD METROPOLITAN BOROUGH COUNCIL (G)	http://dbpedia.org/page/Trafford_Metropolitan_Borough_Council	1001141950		38766	
Home Office		UKBA - UK Border Agency		16.08.2011		Other Government Departments	UKBA - UK Border Agency		TREASURY SOLICITORS OFFICE	http://dbpedia.org/page/Treasury_Solicitor's_Department	3000043280		757836	
Home Office		UKBA - UK Border Agency		16.08.2011		Other Government Departments	UKBA - UK Border Agency		TREASURY SOLICITORS OFFICE		3000043280		215865	
Home Office		UKBA - UK Border Agency		16.08.2011		Other Government Departments	UKBA - UK Border Agency		TREASURY SOLICITORS OFFICE		3000043280		84314	
Home Office		UKBA - UK Border Agency		16.08.2011		Other Government Departments	UKBA - UK Border Agency		TREASURY SOLICITORS OFFICE		3000043280		111880	
Home Office		UKBA - UK Border Agency		16.08.2011		Other Government Departments	UKBA - UK Border Agency		TREASURY SOLICITORS OFFICE		3000043280		42927	
Home Office		UKBA - UK Border Agency		16.08.2011		Other Government Departments	UKBA - UK Border Agency		TREASURY SOLICITORS OFFICE		3000043280		10781	
Home Office		UKBA - UK Border Agency		16.08.2011		Other Government Departments	UKBA - UK Border Agency		TREASURY SOLICITORS OFFICE		3000043280		213935	
Home Office		UKBA - UK Border Agency		16.08.2011		Other Government Departments	UKBA - UK Border Agency		TREASURY SOLICITORS OFFICE		3000043280		94762	
Home Office		UKBA - UK Border Agency		16.08.2011		Other Government Departments	UKBA - UK Border Agency		TREASURY SOLICITORS OFFICE		3000043280		101245	
Home Office		UKBA - UK Border Agency		16.08.2011		Other Government Departments	UKBA - UK Border Agency		TREASURY SOLICITORS OFFICE		3000043280		15922	
Home Office		UKBA - UK Border Agency		16.08.2011		Other Government Departments	UKBA - UK Border Agency		TREASURY SOLICITORS OFFICE		3000043280		34707	
Home Office		UKBA - UK Border Agency		16.08.2011		Other Government Departments	UKBA - UK Border Agency		TREASURY SOLICITORS OFFICE		3000043280		7610	
Home Office		UKBA - UK Border Agency		04.08.2011		Other Government Departments	UKBA - UK Border Agency		TREASURY SOLICITORS OFFICE		3000043220		54537	
Home Office		UKBA - UK Border Agency		08.08.2011		Other Government Departments	UKBA - UK Border Agency		TREASURY SOLICITORS OFFICE		3000043240		110050	
Home Office		UKBA - UK Border Agency		08.08.2011		Other Government Departments	UKBA - UK Border Agency		TREASURY SOLICITORS OFFICE		3000043240		78071	
Home Office		UKBA - UK Border Agency		10.08.2011		Other Government Departments	UKBA - UK Border Agency		TREASURY SOLICITORS OFFICE		3000043255		31906	
Home Office		UKBA - UK Border Agency		24.08.2011		Other Government Departments	UKBA - UK Border Agency		TREASURY SOLICITORS OFFICE		3000043352		516834	
Home Office		UKBA - UK Border Agency		24.08.2011		Other Government Departments	UKBA - UK Border Agency		TREASURY SOLICITORS OFFICE		3000043352		420195	
Home Office		UKBA - UK Border Agency		01.08.2011		Grants	UKBA - UK Border Agency		UNHCR (G)	http://dbpedia.org/page/United_Nations_High_Commissioner_for_Refugees	7000006103		250000	
Home Office		UKBA - UK Border Agency		01.08.2011		Grants	UKBA - UK Border Agency		UNHCR (G)		7000006103		1000000	
Home Office		UKBA - UK Border Agency		01.08.2011		Grants	UKBA - UK Border Agency		UNHCR (G)		7000006103		700000	
Home Office		UKBA - UK Border Agency		02.08.2011		Politics & Civic Affairs.REFUGEE PROG. SECT 95	UKBA - UK Border Agency		UNITED PROPERTY MANAGEMENT	http://userannotation/na	1001140709		308898	
Home Office		UKBA - UK Border Agency		02.08.2011		Politics & Civic Affairs.Emergency house services	UKBA - UK Border Agency		UNITED PROPERTY MANAGEMENT		1001140709		40570	
Home Office		UKBA - UK Border Agency		02.08.2011		Politics & Civic Affairs.Human aid & relief Sect 4	UKBA - UK Border Agency		UNITED PROPERTY MANAGEMENT		1001140709		125311	
